py,ch,en
bò,檗,"Phyllodendron amurense
Phellodendron amurense"
bò,擘,"thumb / break / tear / pierce / split / to analyze
thumb / to break / to tear / to pierce / to split"
bū,晡,"3-5 p.m.
3-5 p.m."
bū,逋,"flee / abscond / owe
to flee / to abscond / to owe"
bǔ,哺,"evening meal, feed
see 餔子|哺子[bu4 zi5]"
bú,醭,"mold on liquids
mold on liquids"
bǔ,补,"to repair / to patch / to mend / to make up for / to fill (a vacancy) / to supplement
to repair / to patch / to mend / to make up for / to fill (a vacancy) / to supplement"
bǔ,捕,"to catch / to seize / to capture / to catch
to catch / to seize / to capture"
bù,布,"diffuse / extend / notify, to declare / to announce / to spread / to make known / spread / (cotton) cloth
cloth / to declare / to announce / to spread / to make known"
bù,部,"ministry / department / section / part / division / troops / board / (a measure word) / (a measure word for works of literature, films, machines, etc.)
ministry / department / section / part / division / troops / board / classifier for works of literature, films, machines etc"
bù,怖,"terror / terrified / afraid / frightened
terror / terrified / afraid / frightened"
bù,簿,"a book / a register / account-book
a book / a register / account-book"
bù,埠,"a jetty / port / a city / quay
wharf / port / pier"
bù,步,"a step / a pace / walk / march / stages in a process
a step / a pace / walk / march / stages in a process / situation"
bù,不,"(negative prefix) / not / no
(negative prefix) / not / no"
cā,擦,"to wipe / to erase / rubbing (brush stroke in painting) / to clean / to polish
to wipe / to erase / rubbing (brush stroke in painting) / to clean / to polish"
cāi,猜,"to guess
to guess"
cái,裁,"cut out (as a dress) / cut / trim / reduce / diminish / decision / judgment
to cut out (as a dress) / to cut / to trim / to reduce / to diminish / to cut back (e.g. on staff) / decision / judgment"
cái,材,"material
material / timber / ability / aptitude / a capable individual / coffin (old)"
cái,才,"ability / talent / endowment / gift / an expert / only (then) / only if / just, just / not until
a moment ago / just now / (indicating sth happening later than expected) / (preceded by a clause of condition or reason) not until / (followed by a numerical clause) only"
cái,财,"money / wealth / riches / property / valuables
money / wealth / riches / property / valuables"
cǎi,彩,"(bright) color / variety / applause / applaud / (lottery) prize, colored / variegated
(bright) color / variety / applause / applaud / lottery prize"
cǎi,睬,"pay attention / take notice of / to care for
to pay attention / to take notice of / to care for"
cǎi,踩,"step upon / tread on / stamp
to step on / to tread / to stamp / to press a pedal / to pedal (a bike)"
cǎi,采,"to pick / to pluck / to collect / to select / to choose / to gather, affairs / gather, allotment to a feudal noble
allotment to a feudal noble"
cài,蔡,"(surname)
surname Cai"
cài,菜,"dish (type of food) / vegetables
dish (type of food) / vegetable / cuisine / CL:盤|盘[pan2],道[dao4] / (coll.) (one's) type"
cān,餐,"eat / meal
meal / to eat / classifier for meals"
cān,骖,"outside horses of a team of 4
outside horses of a team of 4"
cān,参,"take part in / participate / join / attend / to join / unequal / varied / irregular / to counsel / uneven / not uniform, ginseng
variant of 參|参[shen1]"
cán,残,"destroy / spoil / ruin / injure / cruel / oppressive / savage / incomplete / disabled
to destroy / to spoil / to ruin / to injure / cruel / oppressive / savage / brutal / incomplete / disabled / to remain / to survive / remnant / surplus"
cán,蚕,"silkworm
silkworm"
cán,惭,"ashamed
ashamed"
cǎn,黪,"grey black
dark / dim / gloomy / bleak"
cǎn,惨,"miserable / wretched / cruel / inhuman / seriously / badly / tragic
miserable / wretched / cruel / inhuman / disastrous / tragic / dim / gloomy"
càn,粲,"beautiful / bright / splendid / smilingly
beautiful / bright / splendid / smilingly"
càn,璨,"gem / luster of gem
gem / luster of gem"
càn,灿,"glorious / bright / brilliant / lustrous / resplendent
glorious / bright / brilliant / lustrous / resplendent"
chán,孱,"dodger, coward / weak
weak / feeble / lowly"
cāng,伧,"low fellow / rustic / rude / rough
low fellow / rustic / rude / rough"
cāng,舱,"cabin / the hold of a ship or airplane
cabin / the hold of a ship or airplane"
cāng,仓,"barn / granary / storehouse / cabin / hold (in ship)
barn / granary / storehouse / cabin / hold (in ship)"
cāng,沧,"blue / green(color of water) / cold / vast (of water)
blue-green or azure (of water) / vast (of water) / cold"
cāng,苍,"dark blue / fly / musca / deep green
dark blue / deep green / ash-gray"
cáng,藏,"to hide away / to conceal / to harbor / store / accumulate, storehouse / depository / Buddhist or Taoist scripture / Zang / Tibet
storehouse / depository / Buddhist or Taoist scripture"
cāo,糙,"rough / coarse (in texture)
rough / coarse (in texture)"
cāo,操,"to hold / to drill / to exercise / to act / to do / to take in hand / to keep / to manage
variant of 肏[cao4]"
cáo,槽,"manger / trough / groove
trough / manger / groove / channel / (Tw) (computing) hard drive"
cáo,曹,"a company / a class / a generation / (a surname)
class or grade / generation / plaintiff and defendant (old) / government department (old)"
cáo,漕,"transport by water / watercourse / canal
transport by water / watercourse / canal"
cáo,螬,"larva of Mimela lucidula
larva of Mimela lucidula"
cáo,艚,"sea-going junk
sea-going junk"
cáo,嘈,"bustling / tumultuous / noisy
bustling / tumultuous / noisy"
cǎo,草,"grass / straw / draft (of a document) / careless / rough / manuscript / hasty
variant of 肏[cao4]"
cè,厕,"rest-room / toilet / lavatory
see 茅廁|茅厕[mao2 si5]"
cè,恻,"sorrowful
sorrowful"
cè,册,"book / a measure word for books / booklet
book / booklet / classifier for books"
cè,策,"method / plan / policy / scheme
variant of 策[ce4]"
cè,测,"side / to lean / to survey / to measure / conjecture
to survey / to measure / to conjecture"
cè,侧,"the side / to incline towards / to lean / inclined / lateral / side, lean on one side
lean on one side"
cén,岑,"a small hill / (a surname)
small hill"
cén,涔,"overflow / rainwater / tearful
overflow / rainwater / tearful"
chēng,噌,"to scold / whoosh!, sound of bells, etc
sound of bells etc"
céng,层,"a measure word for layers / laminated / repeated / floor / story (of a building) / layer / (math.) sheaf
layer / stratum / laminated / floor (of a building) / storey / classifier for layers / repeated / sheaf (math.)"
cèng,蹭,"rub, rub against / walk slowly
to rub against / to walk slowly / to freeload (colloquial)"
céng,曾,"(refers to something that happened previously) / already / at some time in the past / before / once, (surname) / great-grand (father)
great-grand (father, child etc)"
chā,插,"insert / stick in / pierce / to take part in / to interfere / to interpose
old variant of 插[cha1]"
chā,叉,"fork / pitchfork / prong / pick / cross / intersect, to cross / be stuck, to diverge / to open (as legs)
to diverge / to open (as legs)"
chā,杈,"fork of a tree / pitchfork, branches of a tree / fork of a tree
branches of a tree / fork of a tree"
chà,差,"difference / discrepancy / to differ / error / to err / to make a mistake, differ from / short of / to lack / poor, send / a messenger / a mission / to commission, uneven
to send / to commission / messenger / mission"
zhā,喳,"twitter / chirp
(onom.) chirp, twitter, etc"
chá,槎,"a raft made of bamboo or wood / to fell trees / to hew
a raft made of bamboo or wood / to fell trees / to hew"
chá,茶,"tea / tea plant
tea / tea plant / CL:杯[bei1],壺|壶[hu2]"
chá,察,"examine / inquire / observe / inspect / look into / to examine
variant of 察[cha2]"
chá,搽,"apply (ointment, powder) / smear / paint on
to apply (ointment, powder) / to smear / to paint on"
chá,碴,"fault / glass fragment / quarrel
fault / glass fragment / quarrel"
zhā,楂,"fell trees / raft / to hew, Chinese quince / hawthorn
Chinese quince / hawthorn"
chá,查,"to research / to check / to investigate / to examine / to refer to / to search, (surname)
see 山查[shan1 zha1]"
chà,衩,"open seam of a garment / shorts / panties, slit on either side of robe
slit on either side of robe"
chà,诧,"surprised / to wander / to be astonished
to be surprised / to be astonished"
chà,岔,"branch in a road / astray / diverge
fork in road / bifurcation / branch in road, river, mountain range etc / to branch off / to turn off / to diverge / to stray (from the path) / to change the subject / to interrupt / to stagger (times)"
chà,汊,"branching stream
branching stream"
chà,刹,"Buddhist monastery or temple / a brief moment, to brake (car)
to brake"
chāi,拆,"to tear open / to tear down / to tear apart / to open
to tear open / to tear down / to tear apart / to open"
chāi,钗,"hairpin
hairpin"
chái,侪,"a class / a company / companion
a class / a company / companion"
chái,柴,"(surname) / firewood
firewood / lean (of meat) / thin (of a person)"
chái,豺,"ravenous beast / wolves (collect.)
dog-like animal / ravenous beast / dhole (Cuon Alpinus) / jackal"
chài,虿,"(scorpion) / an insect
(scorpion) / an insect"
chài,瘥,"recover from disease, disease
disease"
chān,搀,"assist by the arm / mix / support / sustain
to take by the arm and assist / to mix / to blend / to dilute / to adulterate"
xiān,掺,"mix, to grasp
to grasp"
chán,潺,"flow / trickle (of water)
flow / trickle (of water)"
chán,缠,"to bother / wind around / wrap round / coil / involve / annoy / tangle
to wind around / to wrap round / to coil / tangle / to involve / to bother / to annoy"
chán,廛,"market place
market place"
chán,躔,"course of stars / follow precedent
course of stars / follow precedent"
chán,婵,"beautiful / graceful
beautiful / graceful"
chán,蝉,"cicada
cicada"
chán,馋,"gluttonous / greedy
gluttonous / greedy / to have a craving"
chán,谗,"slander / defame / misrepresent / to speak maliciously
to slander / to defame / to misrepresent / to speak maliciously"
chán,蟾,"moon / (striped) toad
moon / (striped) toad"
chán,澶,"still (as of water) / still water
still (as of water) / still water"
dān,单,"chieftain, bill / list / form / single / only / sole, (surname)
bill / list / form / single / only / sole / odd number / CL:個|个[ge4]"
shàn,禅,"meditation / abstraction / (Zen) Buddhism, abdicate
to abdicate"
chǎn,铲,"level off / root up, spade / shovel
to shovel / to remove / spade / shovel"
chǎn,阐,"to express / disclose / enlighten / open
to express / to disclose / to enlighten / to open"
chǎn,蒇,"complete / prepare
to complete / to prepare"
chǎn,谄,"flatter / cajole
to flatter / to cajole"
chǎn,冁,"smilingly
smilingly"
chǎn,产,"to reproduce / to produce / give birth / products / produce / resources / estate / property
to give birth / to reproduce / to produce / product / resource / estate / property"
chàn,羼,"confusion / sheep crowding
to mix / to blend / to dilute / to adulterate"
chàn,忏,"feel remorse / regret / repent
feel remorse / regret / repent"
chāng,阊,"gate of heaven / gate of palace
gate of heaven / gate of palace"
chāng,伥,"groping / rash / reckless
ghost of sb devoured by a tiger who helps the tiger devour others"
chāng,昌,"prosperous / flourish
prosperous / flourishing"
chāng,菖,"calamus
see 菖蒲[chang1 pu2]"
chāng,猖,"mad / wild
ferocious"
chāng,娼,"prostitute
prostitute"
chāng,鲳,"a type of fish
see 鯧魚|鲳鱼[chang1 yu2]"
cháng,嫦,"a legendary beauty who flew to the moon / the lady in the moon
a legendary beauty who flew to the moon / the lady in the moon"
cháng,偿,"to compensate / pay back / to recompense
to repay / to compensate for / to recompense / to fulfill (hopes etc)"
cháng,肠,"intestines
old variant of 腸|肠[chang2]"
cháng,尝,"indicator of past tense / to taste / flavor / already / ever / once / test / already / formerly, to taste
old variant of 嘗|尝[chang2]"
cháng,苌,"carambola
plant mentioned in Book of Songs, uncertainly identified as carambola or star fruit (Averrhoa carambola)"
cháng,徜,"sit cross-legged / walk back and forth
sit cross-legged / walk back and forth"
cháng,常,"always / ever / often / frequently / common / general / constant
always / ever / often / frequently / common / general / constant"
cháng,裳,"lower garment / skirts / petticoats / garments
lower garment / skirts / petticoats / garments"
cháng,长,"length / long / forever / always / constantly, chief / head / elder / to grow / to develop
chief / head / elder / to grow / to develop / to increase / to enhance"
chǎng,昶,"bright / long day
(of the day) long / old variant of 暢|畅[chang4]"
chǎng,敞,"spacious / uncovered
open to the view of all / spacious / to open wide / to disclose"
chǎng,厂,"cliff / slope / factory / yard / depot / workhouse / works / (industrial) plant
factory / yard / depot / workhouse / works / (industrial) plant"
cháng,场,"a courtyard / open space / place / field / a measure word / (a measure word, used for sport or recreation)
variant of 場|场[chang3]"
chǎng,氅,"overcoat
overcoat"
chǎng,惝,"disappointed, disappointed
disappointed / listless / frightened / also pr. [tang3]"
chàng,鬯,"sacrificial spirit
sacrificial spirit"
chàng,畅,"smooth / fluent / joyful / happy
free / unimpeded / smooth / at ease / free from worry / fluent"
chàng,唱,"sing / to call loudly / to chant
to sing / to call loudly / to chant"
