py,ch,en
chēng,噌,"to scold / whoosh!, sound of bells, etc
sound of bells etc"
céng,层,layer / stratum / laminated / floor (of a building) / storey / classifier for layers / repeated / sheaf (math.)
cèng,蹭,"rub, rub against / walk slowly
to rub against / to walk slowly / to freeload (colloquial)"
céng,曾,"(refers to something that happened previously) / already / at some time in the past / before / once, (surname) / great-grand (father)
great-grand (father, child etc)"
chā,插,"insert / stick in / pierce / to take part in / to interfere / to interpose
old variant of 插[cha1]"
chā,叉,"fork / pitchfork / prong / pick / cross / intersect, to cross / be stuck, to diverge / to open (as legs)
to diverge / to open (as legs)"
chā,杈,"fork of a tree / pitchfork, branches of a tree / fork of a tree
branches of a tree / fork of a tree"
chà,差,"difference / discrepancy / to differ / error / to err / to make a mistake, differ from / short of / to lack / poor, send / a messenger / a mission / to commission, uneven
to send / to commission / messenger / mission"
zhā,喳,"twitter / chirp
(onom.) chirp, twitter, etc"
chá,碴,fault / glass fragment / quarrel
chá,搽,"apply (ointment, powder) / smear / paint on
to apply (ointment, powder) / to smear / to paint on"
chá,察,"examine / inquire / observe / inspect / look into / to examine
variant of 察[cha2]"
chá,茶,"tea / tea plant / CL:杯[bei1],壺|壶[hu2]"
chá,槎,a raft made of bamboo or wood / to fell trees / to hew
zhā,楂,"fell trees / raft / to hew, Chinese quince / hawthorn
Chinese quince / hawthorn"
chá,查,"to research / to check / to investigate / to examine / to refer to / to search, (surname)
see 山查[shan1 zha1]"
chà,衩,"open seam of a garment / shorts / panties, slit on either side of robe
slit on either side of robe"
chà,诧,"surprised / to wander / to be astonished
to be surprised / to be astonished"
chà,岔,"branch in a road / astray / diverge
fork in road / bifurcation / branch in road, river, mountain range etc / to branch off / to turn off / to diverge / to stray (from the path) / to change the subject / to interrupt / to stagger (times)"
chà,汊,branching stream
chà,刹,"Buddhist monastery or temple / a brief moment, to brake (car)
to brake"
chāi,钗,hairpin
chāi,拆,to tear open / to tear down / to tear apart / to open
chái,侪,a class / a company / companion
chái,柴,"(surname) / firewood
firewood / lean (of meat) / thin (of a person)"
chái,豺,"ravenous beast / wolves (collect.)
dog-like animal / ravenous beast / dhole (Cuon Alpinus) / jackal"
chài,虿,(scorpion) / an insect
chài,瘥,"recover from disease, disease
disease"
chān,搀,"assist by the arm / mix / support / sustain
to take by the arm and assist / to mix / to blend / to dilute / to adulterate"
xiān,掺,"mix, to grasp"
chán,馋,gluttonous / greedy / to have a craving
chán,谗,to slander / to defame / to misrepresent / to speak maliciously
chán,澶,still (as of water) / still water
chán,蝉,cicada
chán,蟾,moon / (striped) toad
chán,躔,course of stars / follow precedent
chán,婵,beautiful / graceful
chán,潺,flow / trickle (of water)
chán,廛,market place
chán,缠,to wind around / to wrap round / to coil / tangle / to involve / to bother / to annoy
dān,单,"chieftain, bill / list / form / single / only / sole, (surname)
bill / list / form / single / only / sole / odd number / CL:個|个[ge4]"
shàn,禅,"meditation / abstraction / (Zen) Buddhism, abdicate
to abdicate"
chǎn,阐,to express / to disclose / to enlighten / to open
chǎn,蒇,to complete / to prepare
chǎn,谄,"flatter / cajole
to flatter / to cajole"
chǎn,冁,smilingly
chǎn,产,to reproduce / to produce / give birth / products / produce / resources / estate / property
chǎn,铲,"level off / root up, spade / shovel
to shovel / to remove / spade / shovel"
chàn,忏,feel remorse / regret / repent
chàn,羼,"confusion / sheep crowding
to mix / to blend / to dilute / to adulterate"
chāng,阊,gate of heaven / gate of palace
chāng,伥,"groping / rash / reckless
ghost of sb devoured by a tiger who helps the tiger devour others"
chāng,昌,prosperous / flourishing
chāng,菖,"calamus
see 菖蒲[chang1 pu2]"
chāng,猖,"mad / wild
ferocious"
chāng,娼,prostitute
chāng,鲳,"a type of fish
see 鯧魚|鲳鱼[chang1 yu2]"
cháng,徜,sit cross-legged / walk back and forth
cháng,苌,"carambola
plant mentioned in Book of Songs, uncertainly identified as carambola or star fruit (Averrhoa carambola)"
cháng,尝,"indicator of past tense / to taste / flavor / already / ever / once / test / already / formerly, to taste
old variant of 嘗|尝[chang2]"
cháng,常,always / ever / often / frequently / common / general / constant
cháng,嫦,a legendary beauty who flew to the moon / the lady in the moon
cháng,偿,"to compensate / pay back / to recompense
to repay / to compensate for / to recompense / to fulfill (hopes etc)"
cháng,肠,"intestines
old variant of 腸|肠[chang2]"
cháng,裳,lower garment / skirts / petticoats / garments
cháng,长,"length / long / forever / always / constantly, chief / head / elder / to grow / to develop
chief / head / elder / to grow / to develop / to increase / to enhance"
chǎng,昶,"bright / long day
(of the day) long / old variant of 暢|畅[chang4]"
chǎng,敞,"spacious / uncovered
open to the view of all / spacious / to open wide / to disclose"
chǎng,厂,"cliff / slope / factory / yard / depot / workhouse / works / (industrial) plant
factory / yard / depot / workhouse / works / (industrial) plant"
cháng,场,"a courtyard / open space / place / field / a measure word / (a measure word, used for sport or recreation)
variant of 場|场[chang3]"
chǎng,氅,overcoat
chǎng,惝,"disappointed, disappointed
disappointed / listless / frightened / also pr. [tang3]"
chàng,唱,to sing / to call loudly / to chant
chàng,怅,regretful / upset / despair / depressed
chàng,倡,"initiate / instigate / introduce / lead / initiate
to initiate / to instigate / to introduce / to lead"
chàng,畅,"smooth / fluent / joyful / happy
free / unimpeded / smooth / at ease / free from worry / fluent"
chàng,鬯,sacrificial spirit
chāo,抄,"to copy / to plagiarize / to search and seize / to go / to transcribe / to take a shortcut / to search and confiscate
to make a copy / to plagiarize / to search and seize / to raid / to grab / to go off with / to take a shortcut / to make a turning move / to fold one's arms"
chāo,钞,money / paper money / variant of 抄[chao1]
chāo,超,to exceed / to overtake / to surpass / to transcend / to pass / to cross / ultra- / super-
jiǎo,剿,"destroy (bandits), destroy (bandits)
variant of 剿[jiao3]"
cháo,晁,"(surname)
surname Chao"
cháo,潮,tide / current / damp / moist / humid
cháo,巢,nest
zhāo,朝,"to face / towards / facing / direct / a dynasty / the imperial court / (abbr.) Korea, esp. N. Korea, morning
morning"
cháo,嘲,"ridicule / mock, to ridicule
see 嘲哳, (onom.) twitter / twittering sound"
chǎo,炒,"saute / pan-fry / to fry / fried
to sauté / to stir-fry / to speculate / to hype / to fire (sb)"
chǎo,吵,to quarrel / to make a noise / noisy / to disturb by making a noise
chē,砗,Tridacna gigas
chē,车,"car / a vehicle / machine / to shape with a lathe, vehicle on land
war chariot (archaic) / rook (in Chinese chess) / rook (in chess)"
chě,扯,"pull / tear / to talk casually
variant of 扯[che3] / to pull / to tear"
chè,撤,"remove / take away / withdraw
to remove / to take away / to withdraw"
chè,彻,"pervade / penetrate / pass through / thorough / penetrating
thorough / penetrating / to pervade / to pass through"
chè,掣,"pull / obstruct / hinder / draw
to pull / to draw / to pull back / to withdraw / to flash past"
chè,澈,clear (water) / thorough
chè,坼,to crack / to split / to break / to chap
chè,辙,"to remove / to withdraw, rut / track
rut / track / rhyme / (dialect) way / method"
tián,嗔,"to be angry at
to be angry at / to be displeased and annoyed"
chēn,郴,name of a district in Hunan
chēn,琛,precious stone / gem
chén,辰,"5th earthly branch / 7-9 a.m.
5th earthly branch: 7-9 a.m., 3rd solar month (5th April-4th May), year of the Dragon / ancient Chinese compass point: 120°"
chén,陈,"arrange / exhibit / narrate / tell / old / stale / a surname / to state / to display / to explain / (surname)
to lay out / to exhibit / to display / to narrate / to state / to explain / to tell / old / stale"
chén,忱,sincerity / honesty
chén,沉,"submerge / immerse / sink / deep / profound / to lower / to drop
to submerge / to immerse / to sink / to keep down / to lower / to drop / deep / profound / heavy"
chén,臣,"statesman / vassal / courtier / minister / official
state official or subject in dynastic China / I, your servant (used in addressing the sovereign) / Kangxi radical 131"
chén,尘,dust / dirt / earth
chén,晨,morning / dawn / daybreak
chén,谌,"(surname) / faithful / sincere
faithful / sincere"
chén,宸,imperial apartments
shěn,沈,"sink, (surname) / place name
liquid / to pour"
chèn,衬,"give alms / underwear / to line / lining / contrast / assist
(of garments) against the skin / to line / lining / to contrast with / to assist financially"
chèn,榇,Sterculia plantanifolia / coffin
chèn,龀,to replace the milk teeth
chèn,趁,"avail oneself of / take advantage of
old variant of 趁[chen4]"
chèn,谶,prophecy / omen
chēng,称,"balanced / to fit / well-off / suitable, to call / to praise / to weigh / to estimate / to consider / to call / to address / to name / to say / commend, steelyard
variant of 秤[cheng4] / steelyard"
chēng,撑,"support / prop-up / to pole a boat / to open / to overfill
to support / to prop up / to push or move with a pole / to maintain / to open or unfurl / to fill to bursting point / brace / stay / support"
chēng,瞠,stare at something beyond reach
chēng,蛏,mussel / razor clam / Solecurtus constricta
jué,柽,tamarisk
dāng,铛,"frying pan / griddle, clank / clang / sound of metal
clank / clang / sound of metal"
chéng,酲,"alcoholic
(literary) inebriated / hungover"
chéng,城,"city walls / city / town / CL:座[zuo4],道[dao4],個|个[ge4]"
chéng,诚,honest / sincere / true
chéng,枨,door post
chéng,惩,"punish / discipline
to punish / to reprimand / to warn"
chéng,程,rule / order / regulations / formula / journey / procedure / sequence / a surname
chéng,乘,"ride / mount / make use of / take advantage of / multiply / to avail of / to ride
old variant of 乘[cheng2]"
chéng,埕,earthen jar
chéng,塍,raised path between fields
chéng,橙,"orange tree / the color orange / orange
orange tree / orange (color)"
chéng,丞,deputy
chéng,铖,"person's name
(used in people's names)"
chéng,承,to bear / to carry / to hold / to continue / to undertake / to take charge / owing to / due to / to receive
chéng,呈,"to assume (a form) / to submit / to petition / to show / to present / to offer
to present to a superior / memorial / petition / to present (a certain appearance) / to assume (a shape) / to be (a certain color)"
chéng,裎,"take off clothes
an ancient type of clothing"
chéng,成,"finish / complete / accomplish / become / turn into / win / succeed / one tenth, finish / complete / accomplish / become / turn into / win / succeed / one tenth
to succeed / to finish / to complete / to accomplish / to become / to turn into / to be all right / OK! / one tenth"
chéng,澄,"clear and still water, clear / limpid / clarify / purify / (a surname), settle (liquid)
(of liquid) to settle / to become clear"
shèng,盛,"to hold / contain / to ladle / pick up with a utensil, (surname) / flourishing
flourishing / vigorous / magnificent / extensively"
chěng,骋,"hasten / run / open up / gallop
to hasten / to run / to open up / to gallop"
chěng,逞,"please oneself / presume on / boast
to show off / to flaunt / to carry out or succeed in a scheme / to indulge / to give free rein to"
chèng,秤,"steel yard / scales, steelyard
steelyard / Roman balance / CL:臺|台[tai2]"
chī,螭,"hornless dragon
dragon with horns not yet grown (in myth or heraldry) / variant of 魑[chi1]"
zhī,鸱,scops owl
chī,嗤,laugh at / jeer / scoff at / sneer at
chī,魑,mountain demon
chī,笞,to whip with bamboo strips
chī,媸,ugly woman
chī,眵,"gritty secretion in eyes
discharge (rheum) from the mucous membranes of the eyes"
chī,痴,"imbecile / sentimental / stupid / foolish / silly, imbecile / sentimental
variant of 痴[chi1]"
chī,蚩,"(surname) / ignorant / worm
ignorant / worm"
chī,吃,"eat / eradicate / destroy / receive, eat, stammer
variant of 吃[chi1]"
chī,郗,surname Chi / name of an ancient city
chí,持,"to grasp / to hold / support / manage / direct / maintain
to hold / to grasp / to support / to maintain / to persevere / to manage / to run (i.e. administer) / to control"
chí,踟,hesitating / undecided / hesitant
chí,驰,"run fast / speed / spread / gallop
to run fast / to speed / to gallop / to disseminate / to spread"
chí,墀,courtyard
chí,迟,late / delayed / slow
chí,篪,bamboo flute with 7 or 8 holes
chí,池,pond / reservoir / moat
chí,茌,name of a district in Shandong
chí,弛,"unstring a bow / slacken / relax / loosen
to unstring a bow / to slacken / to relax / to loosen"
chí,坻,"islet / rock in river, place name
place name"
chí,匙,spoon
chǐ,侈,extravagant / wasteful / exaggerating
chǐ,褫,to strip / to deprive of / to discharge / to dismiss / to undress
chǐ,齿,"tooth
tooth / CL:顆|颗[ke1]"
chǐ,尺,"a Chinese foot (M) / one-third of a meter / a ruler / a note musical note on traditional Chinese scale
a Chinese foot / one-third of a meter / a ruler / a tape-measure / one of the three acupoints for measuring pulse in Chinese medicine / CL:支[zhi1],把[ba3]"
